--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    Observed  |    Rel. |    Aki    |    fik    | Acc. |         Ei           Ek         |               Configurations                  |      Terms     |  Ji   Jk  | gi   gk |Type|     TP  | Line  |
   Wavelength |    Int. |    s^-1   |           |      |        (eV)         (eV)        |                                               |                |           |         |    |    Ref. | Ref.  |
    Air (nm)  |    (?)  |           |           |      |                                 |                                               |                |           |         |    |         |       |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    428.972   |   10000 | 3.16e+07  | 6.23e-02  | B    |    0.0         -     2.889453   |          3d5.(6S).4s - 3d5.(6S).4p            |  a 7S  - z 7P* |   3 - 2   |  7 - 5  |    | 1,4,5,7 |    1  |
    429.196   |      40 | 2.4e+07   | 4.7e-02   | D    |    3.421619    -     6.309574   |              3d4.4s2 - 3d4.(3G).4s.4p.(3P*)   |  b 3G  - w 3F* |   3 - 2   |  7 - 5  |    |      13 |    1  |
    429.576   |      85 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    429.774   |      70 | 4.9e+07   | 1.6e-01   | D    |    3.850372    -     6.734428   |          3d5.(2I).4s - 3d5.(2I).4p            |  a 3I  - z 3K* |   5 - 6   | 11 - 13 |    |     10n |    1  |
    430.051   |      35 | 1.9e+07   | 4.1e-02   | D    |    3.434838    -     6.317047   |              3d4.4s2 - 3d4.(3G).4s.4p.(3P*)   |  b 3G  - w 3F* |   4 - 3   |  9 - 7  |    |      13 |    1  |
    430.118   |      50 | 2.6e+07   | 5.9e-02   | D    |    3.448853    -     6.330607   |              3d4.4s2 - 3d4.(3G).4s.4p.(3P*)   |  b 3G  - w 3F* |   5 - 4   | 11 - 9  |    |      13 |    1  |
    430.545   |      30 | 7.6e+06   | 2.1e-02   | D    |    2.889453    -     5.768345   |          3d5.(6S).4p - 3d4.4s.5s              |  z 7P* - f 7D  |   2 - 2   |  5 - 5  |    |     10n |    1  |
    431.964   |      35 | 1.8e+07   | 3.0e-02   | D    |    2.889453    -     5.758892   |          3d5.(6S).4p - 3d4.4s.5s              |  z 7P* - f 7D  |   2 - 1   |  5 - 3  |    |     10n |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    432.508   |      60 | 1.4e+07   | 3.1e-02   | D    |    2.967425    -     5.833268   |              3d4.4s2 - 3d5.(4G).4p            |  a 3H  - y 3G* |   4 - 3   |  9 - 7  |    |      13 |    1  |
    433.757   |     780 | 5.48e+06  | 2.58e-02  | B    |    0.968418    -     3.826006   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   1 - 2   |  3 - 5  |    |      15 |    1  |
    433.945   |    1100 | 6.92e+06  | 2.74e-02  | B    |    0.982881    -     3.839227   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   2 - 3   |  5 - 7  |    |      15 |    1  |
    433.972   |     380 | 4.40e+06  | 3.73e-02  | B    |    0.960974    -     3.817138   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   0 - 1   |  1 - 3  |    |      15 |    1  |
    434.013   |      60 | 1.2e+07   | 2.4e-02   | D    |    2.707919    -     5.563814   |          3d5.(4P).4s - 3d4.(a 3P).4s.4p.(3P*) |  a 5P  - v 5P* |   3 - 2   |  7 - 5  |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    434.451   |    1900 | 1.1e+07   | 4.0e-02   | C    |    1.00368     -     3.856698   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   3 - 4   |  7 - 9  |    |       2 |    1  |
    434.683   |      70 | 9.0e+06   | 2.1e-02   | D    |    2.982577    -     5.834065   |              3d4.4s2 - 3d5.(4G).4p            |  a 3H  - y 3G* |   5 - 4   | 11 - 9  |    |      18 |    1  |
    435.105   |     380 | 4.18e+06  | 1.19e-02  | B    |    0.968418    -     3.817138   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   1 - 1   |  3 - 3  |    |      15 |    1  |
    435.177   |    2300 | 1.2e+07   | 4.2e-02   | C    |    1.03001     -     3.878269   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   4 - 5   |  9 - 11 |    |       2 |    1  |
    435.963   |     570 | 5.4e+06   | 1.5e-02   | C    |    0.982881    -     3.826006   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   2 - 2   |  5 - 5  |    |       2 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    436.313   |      70 | 1.6e+07   | 3.6e-02   | D    |    2.967425    -     5.808259   |              3d4.4s2 - 3d4.(3H).4s.4p.(3P*)   |  a 3H  - z 3G* |   4 - 3   |  9 - 7  |    |      13 |    1  |
    437.128   |     530 | 4.1e+06   | 1.2e-02   | C    |    1.00368     -     3.839227   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   3 - 3   |  7 - 7  |    |       2 |    1  |
    437.325   |      70 | 5.24e+05  | 9.02e-04  | B    |    0.982881    -     3.817138   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   2 - 1   |  5 - 3  |    |      15 |    1  |
    437.416   |     110 | 1.03e+07  | 2.50e-02  | C    |    3.000446    -     5.834115   |              3d4.4s2 - 3d5.(4G).4p            |  a 3H  - y 3G* |   6 - 5   | 13 - 11 |    |      11 |    1  |
    437.533   |      70 | 7.2e+06   | 1.7e-02   | D    |    2.982577    -     5.815482   |              3d4.4s2 - 3d4.(3H).4s.4p.(3P*)   |  a 3H  - z 3G* |   5 - 4   | 11 - 9  |    |     10n |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    438.111   |      50 | 1.0e+07   | 1.7e-02   | D    |    2.708792    -     5.537970   |          3d5.(4P).4s - 3d4.(a 3P).4s.4p.(3P*) |  a 5P  - v 5P* |   2 - 1   |  5 - 3  |    |     10n |    1  |
    438.498   |     530 | 2.7e+06   | 7.8e-03   | D    |    1.03001     -     3.856698   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   4 - 4   |  9 - 9  |    |       2 |    1  |
    438.750   |      60 | 5.4e+06   | 1.6e-02   | D    |    2.915116    -     5.740260   |              3d4.4s2 - 3d4.(a 3F).4s.4p.(3P*) |  a 3P  - w 5D* |   1 - 1   |  3 - 3  |    |      13 |    1  |
    439.175   |      70 | 2.88e+05  | 5.95e-04  | B    |    1.00368     -     3.826006   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   3 - 2   |  7 - 5  |    |      15 |    1  |
    440.350   |      60 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    441.030   |      24 | 6.7e+06   | 2.0e-02   | D    |    3.012802    -     5.823252   |          3d5.(4D).4s - 3d5.(4P).4p            |  b 5D  - u 5P* |   2 - 2   |  5 - 5  |    |      13 |    1  |
    441.109   |      60 | 1.3e+07   | 2.7e-02   | D    |    3.013304    -     5.823252   |          3d5.(4D).4s - 3d5.(4P).4p            |  b 5D  - u 5P* |   3 - 2   |  7 - 5  |    |      13 |    1  |
    441.225   |      35 | 9.86e+04  | 2.24e-04  | B    |    1.03001     -     3.839227   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - z 5F* |   4 - 3   |  9 - 7  |    |      15 |    1  |
    441.387   |      50 | 2.7e+07   | 5.6e-02   | D    |    3.550535    -     6.358718   |          3d5.(4D).4s - 3d5.(4D).4p            |  a 3D  - w 3P* |   3 - 2   |  7 - 5  |    |      18 |    1  |
    442.428   |      60 | 2.1e+07   | 4.8e-02   | D    |    3.010626    -     5.812207   |          3d5.(4D).4s - 3d5.(4P).4p            |  b 5D  - u 5P* |   4 - 3   |  9 - 7  |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    442.850   |      24 | 5.5e+06   | 1.6e-02   | D    |    3.013304    -     5.812207   |          3d5.(4D).4s - 3d5.(4P).4p            |  b 5D  - u 5P* |   3 - 3   |  7 - 7  |    |      13 |    1  |
    443.049   |      50 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    443.218   |      50 | 1.8e+07   | 1.6e-01   | D    |    2.871879    -     5.668458   |              3d4.4s2 - 3d5.(4P).4p            |  a 3P  - y 3P* |   0 - 1   |  1 - 3  |    |      18 |    1  |
    445.854   |     110 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    445.974   |      30 | 8.4e+06   | 3.2e-02   | D    |    3.013304    -     5.792608   |          3d5.(4D).4s - 3d4.(3G).4s.4p.(3P*)   |  b 5D  - w 5F* |   3 - 4   |  7 - 9  |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    446.536   |      30 | 5.9e+06   | 2.5e-02   | D    |    3.012802    -     5.788604   |          3d5.(4D).4s - 3d4.(3G).4s.4p.(3P*)   |  b 5D  - w 5F* |   2 - 3   |  5 - 7  |    |      18 |    1  |
    448.288   |      30 | 3.0e+07   | 9.0e-02   | D    |    3.369422    -     6.134371   |          3d5.(4P).4s - 3d5.(4P).4p            |  b 3P  - y 3S* |   1 - 1   |  3 - 3  |    |     10n |    1  |
    448.805   |      40 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    448.947   |      50 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    449.231   |      60 | 4.47e+07  | 8.12e-02  | B    |    3.375228    -     6.134371   |          3d5.(4P).4s - 3d5.(4P).4p            |  b 3P  - y 3S* |   2 - 1   |  5 - 3  |    |      16 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    449.686   |     660 | 3.3e+06   | 1.4e-02   | B    |    0.941432    -     3.697797   |          3d5.(6S).4s - 3d4.(5D).4s.4p.(3P*)   |  a 5S  - y 5P* |   2 - 3   |  5 - 7  |    |   15,17 |    1  |
    449.873   |      50 | 7.9e+06   | 4.0e-02   | D    |    2.915116    -     5.670333   |              3d4.4s2 - 3d5.(4P).4p            |  a 3P  - y 3P* |   1 - 2   |  3 - 5  |    |      18 |    1  |
    450.030   |      70 | 2.1e+07   | 6.4e-02   | D    |    3.079006    -     5.833268   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 3G  - y 3G* |   3 - 3   |  7 - 7  |    |      13 |    1  |
    450.111   |      50 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    450.179   |      22 | 1.0e+07   | 3.0e-02   | D    |    2.915116    -     5.668458   |              3d4.4s2 - 3d5.(4P).4p            |  a 3P  - y 3P* |   1 - 1   |  3 - 3  |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    450.685   |      24 | 2.7e+07   | 7.0e-02   | D    |    4.186046    -     6.936305   |          3d5.(2I).4s - 3d5.(2I).4p            |  b 1I  - y 1H* |   6 - 5   | 13 - 11 |    |     10n |    1  |
    451.190   |      95 | 1.65e+07  | 5.04e-02  | B    |    3.086903    -     5.834065   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 3G  - y 3G* |   4 - 4   |  9 - 9  |    |      16 |    1  |
    451.437   |      12 | 1.1e+07   | 3.4e-02   | D    |    4.186046    -     6.931723   |          3d5.(2I).4s - 3d4.(1I).4s.4p.(3P*)   |  b 1I  - *     |   6 - 6   | 13 - 13 |    |      13 |    1  |
    451.453   |      35 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    452.114   |      24 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    452.611   |      24 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    452.647   |     380 | 1.75e+07  | 5.38e-02  | B    |    2.544106    -     5.282447   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   6 - 6   | 13 - 13 |    |      17 |    1  |
    452.734   |    70bl | 2.1e+06   | 7.6e-03   | B    |    2.544644    -     5.282447   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   5 - 6   | 11 - 13 |    |      17 |    1  |
    452.747   |         | 6.2e+06   | 2.7e-02   | D    |    2.987171    -     5.724896   |              3d4.4s2 - 3d5.(4P).4p            |  a 3P  - *     |   2 - 3   |  5 - 7  |    |      13 |    1  |
    452.985   |      24 | 1.1e+06   | 2.9e-03   | C+   |    2.544106    -     5.280394   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   6 - 5   | 13 - 11 |    |      17 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    453.074   |     380 | 1.58e+07  | 4.87e-02  | B    |    2.544644    -     5.280394   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   5 - 5   | 11 - 11 |    |      17 |    1  |
    453.515   |      50 | 3.8e+06   | 1.5e-02   | B    |    2.544270    -     5.277368   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   3 - 4   |  7 - 9  |    |   16,17 |    1  |
    453.572   |     240 | 1.49e+07  | 4.60e-02  | B    |    2.544613    -     5.277368   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   4 - 4   |  9 - 9  |    |      17 |    1  |
    453.979   |      40 | 3.2e+06   | 1.4e-02   | B    |    2.543833    -     5.274140   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   2 - 3   |  5 - 7  |    |   16,17 |    1  |
    454.050   |     240 | 1.50e+07  | 4.64e-02  | B    |    2.544270    -     5.274140   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   3 - 3   |  7 - 7  |    |   16,17 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    454.072   |     240 | 3.14e+07  | 9.71e-02  | B    |    3.104392    -     5.834115   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 3G  - y 3G* |   5 - 5   | 11 - 11 |    |      16 |    1  |
    454.107   |      35 | 3.4e+06   | 8.2e-03   | B    |    2.544613    -     5.274140   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   4 - 3   |  9 - 7  |    |   16,17 |    1  |
    454.151   |      19 | 3.8e+06   | 1.2e-02   | D    |    3.079006    -     5.808259   |          3d5.(4G).4s - 3d4.(3H).4s.4p.(3P*)   |  a 3G  - z 3G* |   3 - 3   |  7 - 7  |    |      13 |    1  |
    454.262   |      24 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    454.462   |     140 | 1.69e+07  | 5.24e-02  | B    |    2.543833    -     5.271231   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   2 - 2   |  5 - 5  |    |      17 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    454.534   |      24 | 3.4e+06   | 7.5e-03   | B    |    2.544270    -     5.271231   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 5G  - z 5G* |   3 - 2   |  7 - 5  |    |      17 |    1  |
    454.596   |     600 | 2.7e+06   | 8.4e-03   | B    |    0.941432    -     3.668025   |          3d5.(6S).4s - 3d4.(5D).4s.4p.(3P*)   |  a 5S  - y 5P* |   2 - 2   |  5 - 5  |    |   15,17 |    1  |
    455.617   |      50 | 7.7e+06   | 2.4e-02   | D    |    3.112789    -     5.833268   |              3d4.4s2 - 3d5.(4G).4p            |  a 3F  - y 3G* |   3 - 3   |  7 - 7  |    |      13 |    1  |
    456.417   |      19 | 5.1e+07   | 1.9e-01   | D    |    4.778063    -     7.493781   |          3d5.(2H).4s - 3d5.(2H).4p            |  a 1H  - x 1I* |   5 - 6   | 11 - 13 |    |      18 |    1  |
    456.551   |     120 | 4.1e+05   | 1.8e-03   | B    |    0.982881    -     3.697797   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - y 5P* |   2 - 3   |  5 - 7  |    |   15,17 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    456.964   |      95 | 8.2e+06   | 2.6e-02   | D    |    3.121598    -     5.834065   |              3d4.4s2 - 3d5.(4G).4p            |  a 3F  - y 3G* |   4 - 4   |  9 - 9  |    |      13 |    1  |
    457.168   |     120 | 3.6e+06   | 1.3e-02   | D    |    2.544106    -     5.255358   |          3d5.(4G).4s - 3d4.(3H).4s.4p.(3P*)   |  a 5G  - z 5H* |   6 - 7   | 13 - 15 |    |      13 |    1  |
    457.512   |      22 | 6.8e+06   | 3.6e-02   | D    |    3.369422    -     6.078645   |          3d5.(4P).4s - 3d4.(a 3P).4s.4p.(3P*) |  b 3P  - x 3D* |   1 - 2   |  3 - 5  |    |      18 |    1  |
    458.006   |     360 | 2.4e+06   | 4.5e-03   | B    |    0.941432    -     3.647726   |          3d5.(6S).4s - 3d4.(5D).4s.4p.(3P*)   |  a 5S  - y 5P* |   2 - 1   |  5 - 3  |    |      17 |    1  |
    458.614   |      24 | 2.7e+06   | 1.1e-02   | D    |    3.112789    -     5.815482   |              3d4.4s2 - 3d4.(3H).4s.4p.(3P*)   |  a 3F  - z 3G* |   3 - 4   |  7 - 9  |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    459.139   |     360 | 1.1e+06   | 5.8e-03   | B    |    0.968418    -     3.668025   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - y 5P* |   1 - 2   |  3 - 5  |    |   15,17 |    1  |
    459.559   |      70 | 4.7e+07   | 1.5e-01   | D    |    4.186046    -     6.883192   |          3d5.(2I).4s - 3d5.(2I).4p            |  b 1I  - *     |   6 - 6   | 13 - 13 |    |     10n |    1  |
    460.010   |      50 | 1.6e+06   | 5.1e-03   | D    |    2.544106    -     5.238601   |          3d5.(4G).4s - 3d4.(3H).4s.4p.(3P*)   |  a 5G  - *     |   6 - 6   | 13 - 13 |    |      18 |    1  |
    460.075   |     480 | 2.5e+06   | 7.9e-03   | B    |    1.00368     -     3.697797   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - y 5P* |   3 - 3   |  7 - 7  |    |   15,17 |    1  |
    460.102   |      50 | 1.5e+06   | 5.6e-03   | D    |    2.544644    -     5.238601   |          3d5.(4G).4s - 3d4.(3H).4s.4p.(3P*)   |  a 5G  - *     |   5 - 6   | 11 - 13 |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    461.337   |     240 | 2.2e+06   | 2.1e-02   | B    |    0.960974    -     3.647726   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - y 5P* |   0 - 1   |  1 - 3  |    |   15,17 |    1  |
    461.614   |     600 | 4.1e+06   | 1.3e-02   | B    |    0.982881    -     3.668025   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - y 5P* |   2 - 2   |  5 - 5  |    |   15,17 |    1  |
    461.955   |      70 | 1.6e+07   | 5.1e-02   | D    |    2.987171    -     5.670333   |              3d4.4s2 - 3d5.(4P).4p            |  a 3P  - y 3P* |   2 - 2   |  5 - 5  |    |      13 |    1  |
    462.196   |      85 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    462.249   |      70 | 4.1e+07   | 1.3e-01   | D    |    3.550535    -     6.232001   |          3d5.(4D).4s - 3d5.(4D).4p            |  a 3D  - w 3D* |   3 - 3   |  7 - 7  |    |      18 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    462.276   |      24 | 1.1e+07   | 2.1e-02   | D    |    2.987171    -     5.668458   |              3d4.4s2 - 3d5.(4P).4p            |  a 3P  - y 3P* |   2 - 1   |  5 - 3  |    |      18 |    1  |
    462.619   |     550 | 5.0e+06   | 1.6e-02   | B    |    0.968418    -     3.647726   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - y 5P* |   1 - 1   |  3 - 3  |    |   15,17 |    1  |
    463.218   |      24 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    463.718   |      40 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    463.777   |      50 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    463.952   |    50bl | 9.5e+06   | 4.3e-02   | D    |    3.110664    -     5.782277   | 3d4.(5D).4s.4p.(3P*) - 3d4.4s.5s              |  z 7F* - f 7D  |   2 - 3   |  5 - 7  |    |     10n |    1  |
    463.970   |         | 7.7e+06   | 1.8e-02   | D    |    3.550535    -     6.222035   |          3d5.(4D).4s - 3d5.(4D).4p            |  a 3D  - w 3D* |   3 - 2   |  7 - 5  |    |      13 |    1  |
    464.617   |    1600 | 8.7e+06   | 2.2e-02   | B    |    1.03001     -     3.697797   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - y 5P* |   4 - 3   |  9 - 7  |    |   15,17 |    1  |
    464.681   |      24 | 7.8e+06   | 4.2e-02   | D    |    3.100924    -     5.768345   | 3d4.(5D).4s.4p.(3P*) - 3d4.4s.5s              |  z 7F* - f 7D  |   1 - 2   |  3 - 5  |    |      13 |    1  |
    464.813   |      24 | 1.8e+06   | 8.2e-03   | D    |    2.543833    -     5.210510   |          3d5.(4G).4s - 3d4.(3H).4s.4p.(3P*)   |  a 5G  - z 5H* |   2 - 3   |  5 - 7  |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    464.887   |      24 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    464.946   |      35 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    465.128   |     570 | 3.6e+06   | 7.0e-03   | B    |    0.982881    -     3.647726   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - y 5P* |   2 - 1   |  5 - 3  |    |   15,17 |    1  |
    465.216   |     840 | 5.8e+06   | 1.3e-02   | B    |    1.00368     -     3.668025   |              3d4.4s2 - 3d4.(5D).4s.4p.(3P*)   |  a 5D  - y 5P* |   3 - 2   |  7 - 5  |    |      17 |    1  |
    465.474   |      35 | 9.1e+06   | 8.9e-02   | D    |    3.096035    -     5.758892   | 3d4.(5D).4s.4p.(3P*) - 3d4.4s.5s              |  z 7F* - f 7D  |   0 - 1   |  1 - 3  |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    465.619   |      19 | 3.27e+06  | 8.27e-03  | B    |    3.086903    -     5.748942   |          3d5.(4G).4s - 3d4.(a 3F).4s.4p.(3P*) |  a 3G  - w 5D* |   4 - 3   |  9 - 7  |    |      16 |    1  |
    466.333   |      40 | 2.0e+07   | 6.5e-02   | D    |    3.100924    -     5.758892   | 3d4.(5D).4s.4p.(3P*) - 3d4.4s.5s              |  z 7F* - f 7D  |   1 - 1   |  3 - 3  |    |      13 |    1  |
    466.383   |      70 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    466.480   |      95 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    466.590   |      35 | 3.0e+07   | 9.8e-02   | D    |    3.555796    -     6.212295   |          3d5.(4D).4s - 3d5.(4D).4p            |  a 3D  - w 3D* |   1 - 1   |  3 - 3  |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    466.622   |      22 | 3.6e+06   | 1.2e-02   | D    |    2.967425    -     5.623753   |              3d4.4s2 - 3d5.(4G).4p            |  a 3H  - z 3H* |   4 - 4   |  9 - 9  |    |      13 |    1  |
    466.651   |      70 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    466.934   |      50 | 9.08e+06  | 2.97e-02  | B    |    3.167627    -     5.822171   | 3d4.(5D).4s.4p.(3P*) - 3d4.4s.5s              |  z 7F* - f 7D  |   5 - 5   | 11 - 11 |    |      16 |    1  |
    468.054   |      40 |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    468.087   |      19 | 1.6e+07   | 3.2e-02   | D    |    3.092241    -     5.740260   |              3d4.4s2 - 3d4.(a 3F).4s.4p.(3P*) |  a 3F  - w 5D* |   2 - 1   |  5 - 3  |    |      18 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    468.937   |      70 | 2.3e+07   | 5.4e-02   | D    |    3.125148    -     5.768345   | 3d4.(5D).4s.4p.(3P*) - 3d4.4s.5s              |  z 7F* - f 7D  |   3 - 2   |  7 - 5  |    |     10n |    1  |
    469.395   |      60 | 3.4e+06   | 1.1e-02   | D    |    2.982577    -     5.623201   |              3d4.4s2 - 3d5.(4G).4p            |  a 3H  - z 3H* |   5 - 5   | 11 - 11 |    |      18 |    1  |
    469.515   |      24 | 1.5e+06   | 5.9e-03   | D    |    2.982577    -     5.622526   |              3d4.4s2 - 3d5.(4G).4p            |  a 3H  - z 3H* |   5 - 6   | 11 - 13 |    |      18 |    1  |
    469.706   |      60 | 5.3e+06   | 1.3e-02   | D    |    2.707919    -     5.346803   |          3d5.(4P).4s - 3d5.(4P).4p            |  a 5P  - z 5S* |   3 - 2   |  7 - 5  |    |      18 |    1  |
    469.846   |   240bl | 2.2e+07   | 5.7e-02   | D    |    3.144192    -     5.782277   | 3d4.(5D).4s.4p.(3P*) - 3d4.4s.5s              |  z 7F* - f 7D  |   4 - 3   |  9 - 7  |    |      13 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    469.862   |         |           |           |      |                                 |                                               |                |           |         |    |         |    1  |
    470.061   |      35 | 3.36e+06  | 1.86e-02  | B    |    2.709915    -     5.346803   |          3d5.(4P).4s - 3d5.(4P).4p            |  a 5P  - z 5S* |   1 - 2   |  3 - 5  |    |      16 |    1  |
    470.804   |     190 | 4.31e+07  | 1.17e-01  | B    |    3.167627    -     5.800360   | 3d4.(5D).4s.4p.(3P*) - 3d4.4s.5s              |  z 7F* - f 7D  |   5 - 4   | 11 - 9  |    |      16 |    1  |
    471.843   |     240 | 3.4e+07   | 9.6e-02   | D    |    3.195246    -     5.822171   | 3d4.(5D).4s.4p.(3P*) - 3d4.4s.5s              |  z 7F* - f 7D  |   6 - 5   | 13 - 11 |    |      18 |    1  |
    472.310   |      50 | 9.3e+06   | 3.1e-02   | D    |    3.079006    -     5.703317   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 3G  - y 3F* |   3 - 3   |  7 - 7  |    |     10n |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
    472.442   |      50 | 6.14e+06  | 2.06e-02  | B    |    3.086903    -     5.710489   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 3G  - y 3F* |   4 - 4   |  9 - 9  |    |      16 |    1  |
    472.715   |      50 | 5.1e+06   | 1.7e-02   | D    |    3.000446    -     5.622526   |              3d4.4s2 - 3d5.(4G).4p            |  a 3H  - z 3H* |   6 - 6   | 13 - 13 |    |     10n |    1  |
    472.972   |      24 | 1.7e+07   | 3.4e-02   | D    |    3.092241    -     5.712831   |              3d4.4s2 - 3d5.(4P).4p            |  a 3F  - *     |   2 - 1   |  5 - 3  |    |     10n |    1  |
    473.071   |     120 | 3.83e+07  | 9.18e-02  | B    |    3.079006    -     5.699113   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 3G  - y 3F* |   3 - 2   |  7 - 5  |    |      16 |    1  |
    473.735   |     140 | 3.38e+07  | 8.85e-02  | B    |    3.086903    -     5.703317   |          3d5.(4G).4s - 3d5.(4G).4p            |  a 3G  - y 3F* |   4 - 3   |  9 - 7  |    |      16 |    1  |
              |         |           |           |      |                                 |                                               |                |           |         |    |         |       |
