--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed  |  Rel. |    Aki    |    fik    | Acc. |          Ei           Ek           |                   Configurations                      |      Terms     |  Ji   Jk  | gi   gk |Type|      TP  | Line  |
     Wavelength |  Int. |    s^-1   |           |      |         (eV)         (eV)          |                                                       |                |           |         |    |     Ref. | Ref.  |
      Air (nm)  |  (?)  |           |           |      |                                    |                                                       |                |           |         |    |          |       |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      382.5880  |  1500 | 5.98e+07  | 1.02e-01  | B+   |    0.9146016    -     4.1543532    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 5F  - y 5D* |   4 - 3   |  9 - 7  |    |        3 |   56  |
      382.7823  |  1200 | 1.05e+08  | 1.65e-01  | B+   |    1.5573567    -     4.7954645    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3D* |   3 - 2   |  7 - 5  |    |       27 |   56  |
      383.4222  |  1000 | 4.53e+07  | 7.14e-02  | B+   |    0.9581568    -     4.1908599    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 5F  - y 5D* |   3 - 2   |  7 - 5  |    |        3 |   56  |
      383.9257  |   120 | 2.8e+07   | 6.2e-02   | C+   |    3.0468681    -     6.2753323    |          3p6.3d7.(2G).4s - 3p6.3d6.(a 3F).4s.4p.(3P*) |  a 1G  - x 1G* |   4 - 4   |  9 - 9  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      384.0437  |   500 | 4.70e+07  | 6.24e-02  | B+   |    0.9901105    -     4.2175824    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 5F  - y 5D* |   2 - 1   |  5 - 3  |    |        3 |   56  |
      384.1047  |   800 | 1.3e+08   | 1.7e-01   | C+   |    1.6078951    -     4.8348540    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3D* |   2 - 1   |  5 - 3  |    |       4n |   56  |
      384.3256  |   120 | 4.7e+07   | 8.1e-02   | C+   |    3.0468681    -     6.2719726    |          3p6.3d7.(2G).4s - 3p6.3d7.(2G).4p            |  a 1G  - z 1F* |   4 - 3   |  9 - 7  |    |       4n |   56  |
      384.6800  |    80 | 6.6e+07   | 1.5e-01   | C+   |    3.2514812    -     6.4736146    |         3p6.3d7.(2D2).4s - 3p6.3d7.(a 2D).4p          |  a 3D  - 3D*   |   3 - 3   |  7 - 7  |    |       4n |   56  |
      384.996   |   200 | 6.06e+07  | 4.49e-02  | B+   |    1.011055     -     4.230536     |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 5F  - y 5D* |   1 - 0   |  3 - 1  |    |        3 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      385.0817  |   120 | 1.66e+06  | 3.69e-03  | B+   |    0.9901105    -     4.2088825    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 3P* |   2 - 2   |  5 - 5  |    |        3 |   56  |
      385.6372  |  2500 | 4.64e+06  | 7.39e-03  | B+   |    0.0515690    -     3.2657053    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   3 - 2   |  7 - 5  |    |        1 |   56  |
      385.9212  |   150 | 8.5e+06   | 1.6e-02   | C+   |    2.4040738    -     5.6158448    |              3p6.3d6.4s2 - 3p6.3d6.(3H).4s.4p.(3P*)   |  a 3H  - y 3G* |   6 - 5   | 13 - 11 |    |       4n |   56  |
      385.9911  | 10000 | 9.70e+06  | 2.17e-02  | B+   |    0.0          -     3.2111889    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   4 - 4   |  9 - 9  |    |        1 |   56  |
      386.5523  |   150 | 1.55e+07  | 3.47e-02  | B+   |    1.011055     -     4.2175824    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 5F  - y 5D* |   1 - 1   |  3 - 3  |    |        3 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      386.7215  |    60 | 3.4e+07   | 7.6e-02   | C+   |    3.0172494    -     6.2223735    |          3p6.3d7.(2P).4s - 3p6.3d7.(2P).4p            |  c 3P  - w 3P* |   2 - 2   |  5 - 5  |    |       4n |   56  |
      387.2501  |   250 | 1.05e+07  | 2.36e-02  | B+   |    0.9901105    -     4.1908599    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 5F  - y 5D* |   2 - 2   |  5 - 5  |    |        3 |   56  |
      387.3761  |   150 | 8.0e+06   | 1.5e-02   | C+   |    2.4326944    -     5.6324030    |              3p6.3d6.4s2 - 3p6.3d6.(3H).4s.4p.(3P*)   |  a 3H  - y 3G* |   5 - 4   | 11 - 9  |    |       4n |   56  |
      387.8018  |   250 | 7.72e+06  | 1.74e-02  | B+   |    0.9581568    -     4.1543532    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 5F  - y 5D* |   3 - 3   |  7 - 7  |    |        3 |   56  |
      387.8573  |  2000 | 6.6e+06   | 8.9e-03   | D    |    0.0872854    -     3.2830240    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   2 - 1   |  5 - 3  |    |      13n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      388.6282  |  4000 | 5.30e+06  | 1.20e-02  | B+   |    0.0515690    -     3.2409687    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   3 - 3   |  7 - 7  |    |        1 |   56  |
      388.7048  |   200 | 3.52e+06  | 7.98e-03  | B+   |    0.9146016    -     4.1033730    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 5F  - y 5D* |   4 - 4   |  9 - 9  |    |        3 |   56  |
      388.8513  |   300 | 2.6e+07   | 5.9e-02   | C+   |    1.6078951    -     4.7954645    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3D* |   2 - 2   |  5 - 5  |    |       4n |   56  |
      389.5656  |   800 | 9.40e+06  | 7.13e-03  | B+   |    0.110114     -     3.2918393    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   1 - 0   |  3 - 1  |    |        1 |   56  |
      389.9707  |  1200 | 2.58e+06  | 5.89e-03  | B+   |    0.0872854    -     3.2657053    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   2 - 2   |  5 - 5  |    |        1 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      390.2945  |   400 | 2.14e+07  | 4.89e-02  | B+   |    1.5573567    -     4.7331399    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3D* |   3 - 3   |  7 - 7  |    |       27 |   56  |
      390.6479  |   250 | 8.33e+05  | 1.91e-03  | B+   |    0.110114     -     3.2830240    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   1 - 1   |  3 - 3  |    |        1 |   56  |
      391.6731  |    80 | 1.2e+07   | 2.3e-02   | C+   |    3.2367194    -     6.4013251    |          3p6.3d7.(2H).4s - 3p6.3d6.(3H).4s.4p.(3P*)   |  b 3H  - 1H*   |   6 - 5   | 13 - 11 |    |    4n,5n |   56  |
      392.0258  |   600 | 2.60e+06  | 1.80e-02  | B+   |    0.121265     -     3.2830240    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   0 - 1   |  1 - 3  |    |        1 |   56  |
      392.2911  |  1200 | 1.08e+06  | 3.21e-03  | B+   |    0.0515690    -     3.2111889    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   3 - 4   |  7 - 9  |    |        1 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      392.7920  |  1200 | 2.2e+06   | 8.5e-03   | C    |    0.110114     -     3.2657053    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   1 - 2   |  3 - 5  |    |       4n |   56  |
      393.0296  |  2000 | 1.6e+06   | 5.2e-03   | C    |    0.0872854    -     3.2409687    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 5D* |   2 - 3   |  5 - 7  |    |       4n |   56  |
      394.8774  |    60 | 2.2e+07   | 4.2e-02   | C    |    3.2671122    -     6.4060386    |          3p6.3d7.(2H).4s - 3p6.3d7.(2H).4p            |  b 3H  - u 3G* |   5 - 4   | 11 - 9  |    |       5n |   56  |
      394.9953  |    60 | 5.9e+06   | 9.9e-03   | C    |    2.1759442    -     5.3139339    |          3p6.3d7.(4P).4s - 3p6.3d6.(a 3P).4s.4p.(3P*) |  a 5P  - x 5P* |   3 - 2   |  7 - 5  |    |       5n |   56  |
      395.1164  |    50 | 3.6e+07   | 1.4e-01   | C+   |    3.2739848    -     6.4110128    |         3p6.3d7.(2D2).4s - 3p6.3d7.(2P).4p            |  a 3D  - y 1D* |   1 - 2   |  3 - 5  |    |    4n,5n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      395.2601  |    50 | 4.1e+06   | 9.6e-03   | C+   |    2.6924072    -     5.8282942    |          3p6.3d7.(2G).4s - 3p6.3d6.(3H).4s.4p.(3P*)   |  a 3G  - z 3H* |   5 - 5   | 11 - 11 |    |    4n,5n |   56  |
      395.6454  |    60 | 2.1e+07   | 4.2e-02   | C    |    3.2367194    -     6.3695525    |          3p6.3d7.(2H).4s - 3p6.3d7.(2H).4p            |  b 3H  - u 3G* |   6 - 5   | 13 - 11 |    |       5n |   56  |
      395.668   |   250 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      396.6614  |    60 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      396.9257  |   100 | 2.3e+07   | 4.2e-02   | C+   |    1.4848637    -     4.6075922    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3F* |   4 - 3   |  9 - 7  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      397.7741  |    80 | 7.0e+06   | 1.7e-02   | C    |    2.1978654    -     5.3139339    |          3p6.3d7.(4P).4s - 3p6.3d6.(a 3P).4s.4p.(3P*) |  a 5P  - x 5P* |   2 - 2   |  5 - 5  |    |       4n |   56  |
      398.1771  |    40 | 3.9e+06   | 9.3e-03   | C    |    2.7275440    -     5.8404584    |          3p6.3d7.(2G).4s - 3p6.3d6.(3H).4s.4p.(3P*)   |  a 3G  - z 3H* |   4 - 4   |  9 - 9  |    |    4n,5n |   56  |
      398.3956  |    50 | 7.6e+06   | 1.4e-02   | C+   |    2.7275440    -     5.8387512    |          3p6.3d7.(2G).4s - 3p6.3d6.(a 3F).4s.4p.(3P*) |  a 3G  - 3F*   |   4 - 3   |  9 - 7  |    |    4n,5n |   56  |
      399.4114  |    60 | 1.3e+06   | 3.8e-03   | C    |    3.0468681    -     6.1501632    |          3p6.3d7.(2G).4s - 3p6.3d7.(2G).4p            |  a 1G  - y 3H* |   4 - 5   |  9 - 11 |    |    4n,5n |   56  |
      399.7392  |   200 | 1.5e+07   | 4.4e-02   | C+   |    2.7275440    -     5.8282942    |          3p6.3d7.(2G).4s - 3p6.3d6.(3H).4s.4p.(3P*)   |  a 3G  - z 3H* |   4 - 5   |  9 - 11 |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      399.8053  |    40 | 6.6e+06   | 1.3e-02   | C+   |    2.6924072    -     5.7926450    |          3p6.3d7.(2G).4s - 3p6.3d7.(4P).4p            |  a 3G  - 5D*   |   5 - 4   | 11 - 9  |    |    4n,5n |   56  |
      400.5241  |   400 | 2.04e+07  | 3.51e-02  | B+   |    1.5573567    -     4.6520303    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3F* |   3 - 2   |  7 - 5  |    |       27 |   56  |
      400.9713  |    60 | 5.2e+06   | 2.1e-02   | C    |    2.2227112    -     5.3139339    |          3p6.3d7.(4P).4s - 3p6.3d6.(a 3P).4s.4p.(3P*) |  a 5P  - x 5P* |   1 - 2   |  3 - 5  |    |       4n |   56  |
      401.453   |    80 | 2.4e+07   | 5.8e-02   | C+   |    3.5732177    -     6.660728     |          3p6.3d7.(2H).4s - 3p6.3d6.(3G).4s.4p.(3P*)   |  a 1H  - y 1H* |   5 - 5   | 11 - 11 |    |       4n |   56  |
      402.1867  |   100 | 1.0e+07   | 3.1e-02   | C+   |    2.7585773    -     5.8404584    |          3p6.3d7.(2G).4s - 3p6.3d6.(3H).4s.4p.(3P*)   |  a 3G  - z 3H* |   3 - 4   |  7 - 9  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      404.0638  |    50 | 4.4e+06   | 1.5e-02   | C    |    3.3009216    -     6.3684861    |         3p6.3d7.(2D2).4s - 3p6.3d7.(a 2D).4p          |  a 3D  - v 3F* |   2 - 3   |  5 - 7  |    |    4n,5n |   56  |
      404.5813  |  4000 | 8.63e+07  | 2.12e-01  | B+   |    1.4848637    -     4.5485043    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3F* |   4 - 4   |  9 - 9  |    |       27 |   56  |
      406.3594  |  1500 | 6.8e+07   | 1.7e-01   | C+   |    1.5573567    -     4.6075922    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3F* |   3 - 3   |  7 - 7  |    |       4n |   56  |
      406.6975  |    50 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      406.7977  |    50 | 1.7e+07   | 4.2e-02   | C+   |    3.2111889    -     6.2581376    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).4d   |  z 5D* - e 7P  |   4 - 4   |  9 - 9  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      407.1737  |  1200 | 7.65e+07  | 1.90e-01  | B+   |    1.6078951    -     4.6520303    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3F* |   2 - 2   |  5 - 5  |    |       27 |   56  |
      407.6629  |    40 | 1.9e+07   | 4.7e-02   | C+   |    3.2111889    -     6.2516717    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).4d   |  z 5D* - f 5D  |   4 - 4   |  9 - 9  |    |       4n |   56  |
      410.0737  |    40 | 2.92e+04  | 6.03e-05  | B+   |    0.8589955    -     3.8816032    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 3F* |   5 - 4   | 11 - 9  |    |        3 |   56  |
      410.7489  |    40 | 2.5e+07   | 3.8e-02   | C+   |    2.8315904    -     5.8492301    |          3p6.3d7.(4P).4s - 3p6.3d7.(4P).4p            |  b 3P  - 5D*   |   2 - 1   |  5 - 3  |    |       4n |   56  |
      411.8544  |   150 | 5.8e+07   | 1.7e-01   | C    |    3.5732177    -     6.5827572    |          3p6.3d7.(2H).4s - 3p6.3d7.(2H).4p            |  a 1H  - z 1I* |   5 - 6   | 11 - 13 |    |        8 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      412.7608  |    40 | 1.3e+07   | 1.0e-01   | C+   |    2.8580516    -     5.8609826    |          3p6.3d7.(4P).4s - 3p6.3d7.(4P).4p            |  b 3P  - 3D*   |   0 - 1   |  1 - 3  |    |       4n |   56  |
      413.2058  |   400 | 1.2e+07   | 4.3e-02   | D    |    1.6078951    -     4.6075922    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3F* |   2 - 3   |  5 - 7  |    |      13n |   56  |
      413.4676  |    80 | 1.8e+07   | 6.5e-02   | C+   |    2.8315904    -     5.8293880    |          3p6.3d7.(4P).4s - 3p6.3d7.(4P).4p            |  b 3P  - 3D*   |   2 - 3   |  5 - 7  |    |       4n |   56  |
      413.6997  |    40 | 2.2e+07   | 9.4e-02   | C+   |    3.4148971    -     6.4110128    |          3p6.3d7.(2P).4s - 3p6.3d7.(2P).4p            |  a 1P  - y 1D* |   1 - 2   |  3 - 5  |    |       4n |   56  |
      414.3415  |   200 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      414.3869  |   800 | 1.5e+07   | 5.0e-02   | C+   |    1.5573567    -     4.5485043    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - y 3F* |   3 - 4   |  7 - 9  |    |       4n |   56  |
      415.3898  |    40 | 2.3e+07   | 7.7e-02   | C+   |    3.3965082    -     6.3804337    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).4d   |  z 5F* - f 5F  |   3 - 4   |  7 - 9  |    |       4n |   56  |
      415.4500  |    50 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      415.6799  |    60 | 1.9e+07   | 4.9e-02   | C+   |    2.8315904    -     5.8134340    |          3p6.3d7.(4P).4s - 3p6.3d7.(4P).4p            |  b 3P  - 3D*   |   2 - 2   |  5 - 5  |    |       4n |   56  |
      417.2744  |    50 | 6.46e+04  | 1.21e-04  | B+   |    0.9581568    -     3.9286060    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 3D* |   3 - 2   |  7 - 5  |    |        3 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      417.4912  |    60 | 5.87e+04  | 1.19e-04  | B+   |    0.9146016    -     3.8835086    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 3D* |   4 - 3   |  9 - 7  |    |        3 |   56  |
      417.5635  |    50 | 1.6e+07   | 7.0e-02   | C+   |    2.8450414    -     5.8134340    |          3p6.3d7.(4P).4s - 3p6.3d7.(4P).4p            |  b 3P  - 3D*   |   1 - 2   |  3 - 5  |    |       4n |   56  |
      417.7593  |    50 | 3.72e+04  | 9.74e-05  | B+   |    0.9146016    -     3.8816032    |          3p6.3d7.(4F).4s - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5F  - z 3F* |   4 - 4   |  9 - 9  |    |        3 |   56  |
      418.1754  |   120 | 3.6e+07   | 1.3e-01   | D    |    2.8315904    -     5.7956395    |          3p6.3d7.(4P).4s - 3p6.3d7.(4P).4p            |  b 3P  - 5D*   |   2 - 3   |  5 - 7  |    |      13n |   56  |
      418.4891  |    50 | 1.1e+07   | 2.9e-02   | C+   |    2.8315904    -     5.7934177    |          3p6.3d7.(4P).4s - 3p6.3d6.(a 3P).4s.4p.(3P*) |  b 3P  - y 3P* |   2 - 2   |  5 - 5  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      418.7038  |   120 | 2.15e+07  | 4.04e-02  | B+   |    2.4495597    -     5.4098684    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   3 - 2   |  7 - 5  |    |       28 |   56  |
      418.7795  |   120 | 1.52e+07  | 3.11e-02  | B+   |    2.4254333    -     5.3852073    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   4 - 3   |  9 - 7  |    |       28 |   56  |
      419.1430  |    80 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      419.5329  |    40 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      419.8304  |   150 | 8.03e+06  | 1.74e-02  | B+   |    2.3992047    -     5.3515702    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   5 - 4   | 11 - 9  |    |       28 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      419.9095  |    40 | 6.1e+07   | 2.0e-01   | C    |    3.0468681    -     5.9986771    |          3p6.3d7.(2G).4s - 3p6.3d7.(2G).4p            |  a 1G  - z 1H* |   4 - 5   |  9 - 11 |    |        8 |   56  |
      420.2029  |   300 | 8.22e+06  | 2.18e-02  | B+   |    1.4848637    -     4.4346121    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - z 3G* |   4 - 4   |  9 - 9  |    |       27 |   56  |
      420.3984  |    40 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      420.6696  |    80 | 7.2e+03   | 1.9e-05   | D    |    0.0515690    -     2.9980448    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7P* |   3 - 3   |  7 - 7  |    |    4n,5n |   56  |
      421.0343  |    80 | 1.7e+07   | 4.5e-02   | C+   |    2.4821182    -     5.4260416    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   1 - 1   |  3 - 3  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      421.6183  |   400 | 1.84e+04  | 4.91e-05  | B+   |    0.0          -     2.9398458    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7P* |   4 - 4   |  9 - 9  |    |        1 |   56  |
      421.9360  |   100 | 3.8e+07   | 1.2e-01   | C+   |    3.5732177    -     6.5108499    |          3p6.3d7.(2H).4s - 3p6.3d7.(2H).4p            |  a 1H  - y 3I* |   5 - 6   | 11 - 13 |    |     4n,8 |   56  |
      422.2212  |    50 | 5.77e+06  | 1.54e-02  | B+   |    2.4495597    -     5.3852073    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   3 - 3   |  7 - 7  |    |       28 |   56  |
      422.5956  |    50 | 1.4e+06   | 4.6e-03   | C    |    3.0468681    -     5.9799150    |          3p6.3d7.(2G).4s - 3p6.3d6.(3G).4s.4p.(3P*)   |  a 1G  - 5H*   |   4 - 5   |  9 - 11 |    |       4n |   56  |
      422.7423  |   200 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      423.3602  |   100 | 1.85e+07  | 8.29e-02  | B+   |    2.4821182    -     5.4098684    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   1 - 2   |  3 - 5  |    |       28 |   56  |
      423.5936  |   250 | 1.88e+07  | 5.06e-02  | B+   |    2.4254333    -     5.3515702    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   4 - 4   |  9 - 9  |    |       28 |   56  |
      423.8809  |    50 | 2.2e+07   | 7.6e-02   | C+   |    3.3965082    -     6.3206617    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).4d   |  z 5F* - e 5G  |   3 - 4   |  7 - 9  |    |       4n |   56  |
      424.7425  |    50 | 2.0e+07   | 6.6e-02   | C+   |    3.3682561    -     6.2864778    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).4d   |  z 5F* - e 5G  |   4 - 5   |  9 - 11 |    |       4n |   56  |
      425.0118  |   200 | 2.08e+07  | 7.89e-02  | B+   |    2.4688345    -     5.3852073    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   2 - 3   |  5 - 7  |    |       28 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      425.0787  |   300 | 1.0e+07   | 2.7e-02   | D    |    1.5573567    -     4.4732710    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - z 3G* |   3 - 3   |  7 - 7  |    |      13n |   56  |
      425.8315  |    40 | 2.54e+03  | 9.67e-06  | B+   |    0.0872854    -     2.9980448    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7P* |   2 - 3   |  5 - 7  |    |        1 |   56  |
      426.0473  |   800 | 3.2e+07   | 8.7e-02   | D    |    2.3992047    -     5.3084895    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   5 - 5   | 11 - 11 |    |       9n |   56  |
      427.1153  |   250 | 1.82e+07  | 6.40e-02  | B+   |    2.4495597    -     5.3515702    | 3p6.3d6.(5D).4s.4p.(3P*) - 3p6.3d6.(5D).4s. (6D).5s   |  z 7D* - e 7D  |   3 - 4   |  7 - 9  |    |       28 |   56  |
      427.1759  |  1200 | 2.28e+07  | 7.63e-02  | B+   |    1.4848637    -     4.3864622    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - z 3G* |   4 - 5   |  9 - 11 |    |       27 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      428.2402  |  1200 | 1.1e+07   | 2.2e-02   | C+   |    2.1759442    -     5.0703317    |          3p6.3d7.(4P).4s - 3p6.3d6.(a 3P).4s.4p.(3P*) |  a 5P  - z 5S* |   3 - 2   |  7 - 5  |    |    4n,5n |   56  |
      429.1462  |    80 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      429.9234  |   250 |           |           |      |                                    |                                                       |                |           |         |    |          |   56  |
      430.7901  |  1200 | 3.4e+07   | 1.2e-01   | C+   |    1.5573567    -     4.4346121    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - z 3G* |   3 - 4   |  7 - 9  |    |       4n |   56  |
      431.5084  |   150 | 7.7e+06   | 2.2e-02   | C    |    2.1978654    -     5.0703317    |          3p6.3d7.(4P).4s - 3p6.3d6.(a 3P).4s.4p.(3P*) |  a 5P  - z 5S* |   2 - 2   |  5 - 5  |    |       4n |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
      432.5761  |  1500 | 5.0e+07   | 2.0e-01   | C+   |    1.6078951    -     4.4732710    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - z 3G* |   2 - 3   |  5 - 7  |    |       4n |   56  |
      435.2734  |    80 | 3.9e+06   | 1.8e-02   | C    |    2.2227112    -     5.0703317    |          3p6.3d7.(4P).4s - 3p6.3d6.(a 3P).4s.4p.(3P*) |  a 5P  - z 5S* |   1 - 2   |  3 - 5  |    |       4n |   56  |
      436.9771  |    80 | 7.2e+06   | 2.1e-02   | C+   |    3.0468681    -     5.8833866    |          3p6.3d7.(2G).4s - 3p6.3d7.(2G).4p            |  a 1G  - z 1G* |   4 - 4   |  9 - 9  |    |       4n |   56  |
      437.5929  |   800 | 2.95e+04  | 1.04e-04  | B+   |    0.0          -     2.8325265    |              3p6.3d6.4s2 - 3p6.3d6.(5D).4s.4p.(3P*)   |  a 5D  - z 7F* |   4 - 5   |  9 - 11 |    |        1 |   56  |
      438.3544  |  3000 | 5.00e+07  | 1.76e-01  | B+   |    1.4848637    -     4.3124697    |          3p6.3d7.(4F).4s - 3p6.3d7.(4F).4p            |  a 3F  - z 5G* |   4 - 5   |  9 - 11 |    |       27 |   56  |
                |       |           |           |      |                                    |                                                       |                |           |         |    |          |       |
